Word,Pronunciation,Part of Speech,Meaning,Usage in Sentence,Synonym,Antonym,Etymology
muddle,MUD-uhl,verb,to confuse or mix up,Nerves muddled his thoughts just as he stepped up to the podium.,"confuse, jumble","clarify, organize","origin uncertain, possibly related to ""mud"""
muggy,MUG-ee,adjective,unpleasantly warm and humid,The muggy summer evening made it hard to fall asleep without air conditioning.,"humid, sultry","dry, crisp","origin uncertain, possibly related to ""mug"" (drizzle)"
mulct,MUHLKT,verb,to defraud someone of money or property,The investment advisor was accused of mulcting his elderly clients out of their savings.,"swindle, defraud",n/a,"Latin ""mulcta"" (a fine)"
multifarious,muhl-tih-FAIR-ee-uhs,adjective,having great variety; diverse,"Her job involved multifarious tasks, from scheduling to budgeting to public relations.","diverse, varied","uniform, homogeneous","Latin ""multus"" (many) + ""varius"" (varied)"
multiform,MUHL-tih-form,adjective,occurring in many different forms,"Snowflakes are multiform, yet each one follows the same six-sided structure.",varied in form,uniform,"Latin ""multus"" (many) + ""forma"" (shape)"
multilingual,muhl-tih-LING-gwuhl,adjective,able to speak several languages,Growing up in a border town made her naturally multilingual.,polyglot,monolingual,"Latin ""multus"" (many) + ""lingua"" (language)"
multiplicity,muhl-tih-PLIS-ih-tee,noun,a great number or variety,The festival featured a multiplicity of food vendors representing cuisines from around the world.,"abundance, variety","scarcity, uniformity","Latin ""multiplex"" (manifold)"
mundane,muhn-DAYN,adjective,ordinary and unexciting; relating to everyday life rather than the spiritual,"After the thrill of the trip, returning to her mundane routine felt especially dull.","ordinary, humdrum","extraordinary, exotic","Latin ""mundus"" (world)"
munificent,myoo-NIF-ih-sent,adjective,extremely generous,The munificent donor funded an entire new wing of the hospital.,"generous, lavish","stingy, miserly","Latin ""munus"" (gift) + ""facere"" (to make)"
mural,MYOOR-uhl,noun,a large painting applied directly to a wall or ceiling,The community painted a colorful mural celebrating the neighborhood's history.,wall painting,n/a,"Latin ""murus"" (wall)"
murky,MER-kee,adjective,"dark, cloudy, or difficult to see through; obscure",The murky pond water made it impossible to see the bottom.,"dark, turbid","clear, transparent","Old English ""mirce"" (dark)"
muse,myooz,verb / noun,To ponder or think deeply; a source of inspiration,For a moment he mused about the beauty of the scene.,"ponder, reflect, contemplate","ignore, disregard, act","Latin 'musa'; Greek 'Mousa' (Muse, goddess of arts)"
musky,MUS-kee,adjective,"Having the odor of musk; strong, earthy scent",She left a trace of musky perfume behind her.,"fragrant, pungent, aromatic","odorless, fresh, clean","Persian 'mushk'; Sanskrit 'muska' (scrotum, musk gland)"
muster,MUS-ter,verb,To gather or assemble troops or resources,Washington mustered his forces at Trenton.,"assemble, gather, mobilize","disperse, scatter, dismiss",Old French 'moustrer'; Latin 'monstrare' (to show)
musty,MUS-tee,adjective,"Stale; spoiled by age; having a damp, moldy smell",The attic was dark and musty.,"stale, moldy, fusty","fresh, clean, fragrant",Possibly from 'moist'; Middle English 'moiste'
mutability,myoo-tuh-BIL-ih-tee,noun,Ability to change in form; fickleness,The bankrupt financier was a victim of the mutability of fortune.,"changeability, variability, inconstancy","constancy, stability, permanence",Latin 'mutabilis'; 'mutare' (to change)
muted,MYOO-tid,adjective,Silent; muffled; toned down,Only muted traffic noise reached the worshippers within.,"subdued, softened, hushed","loud, amplified, blaring","Latin 'mutus' (silent, dumb)"
mutilate,MYOO-tih-layt,verb,To maim; to damage severely,The torturer threatened to mutilate his victim.,"maim, disfigure, mangle","heal, restore, repair",Latin 'mutilare'; 'mutilus' (maimed)
mutinous,MYOO-tih-nus,adjective,Unruly; rebellious,The captain had to use force to quiet his mutinous crew.,"rebellious, insubordinate, defiant","obedient, compliant, loyal",Middle French 'mutin'; Latin 'movere' (to move)
myopic,my-OP-ik,adjective,Nearsighted; lacking foresight,The nearsighted Mr. Magoo is markedly myopic.,"shortsighted, narrow-minded, unimaginative","farsighted, visionary, prescient",Greek 'myops'; 'myein' (to close) + 'ops' (eye)
myriad,MIR-ee-ad,noun / adjective,A very large number; countless,Myriads of mosquitoes from the swamps invaded our village.,"multitude, countless, innumerable","few, scarce, limited",Greek 'myrias' (ten thousand)
nadir,NAY-deer,noun,Lowest point; point of greatest adversity,The Dow-Jones averages had reached their nadir.,"bottom, low point, depth","zenith, peak, apex",Arabic 'nadir' (opposite the zenith)
naiveté,nah-eev-TAY,noun,Quality of being unsophisticated; simplicity; gullibility,"Touched by the naiveté of sweet Cosette, Marius pledges to protect her innocence.","innocence, simplicity, ingenuousness","sophistication, cynicism, worldliness","French 'naïveté'; Latin 'nativus' (native, natural)"
narcissist,NAR-sih-sist,noun,A conceited person; one obsessed with themselves,A narcissist is his own best friend.,"egotist, self-admirer, vain person","altruist, humble person, selfless person","Greek myth: Narcissus, who fell in love with his reflection"
narrative,NAR-uh-tiv,adjective / noun,Related to telling a story; an account of events,Olsen used her impressive narrative skills to advantage in her story.,"story, account, tale","silence, non-fiction account (factual)",Latin 'narrativus'; 'narrare' (to tell)
nascent,NAY-sent,adjective,Incipient; coming into being; just beginning to develop,"If we could identify these revolutionary movements in their nascent state, we could eliminate trouble.","emerging, budding, incipient","mature, developed, established",Latin 'nascens'; 'nasci' (to be born)
natation,nay-TAY-shun,noun,Swimming,The Red Cross emphasizes the need for courses in natation.,"swimming, aquatics",drowning (antithetical activity),Latin 'natatio'; 'natare' (to swim)
natty,NAT-ee,adjective,Neatly or smartly dressed,"Priding himself on being a natty dresser, Bugsy Siegel collected imported suits.","dapper, smart, well-dressed","slovenly, unkempt, scruffy",Possibly from 'neat'; origin uncertain
nauseate,NAW-zee-ayt,verb,To cause to become sick; fill with disgust,Foul smells began to nauseate her.,"sicken, disgust, revolt","delight, please, attract",Greek 'nausia' (seasickness); 'naus' (ship)
nautical,NAW-tih-kul,adjective,Pertaining to ships or navigation,The Maritime Museum contains many items of a nautical nature.,"maritime, naval, seafaring","landlocked, terrestrial, inland",Greek 'nautikos'; 'nautes' (sailor); 'naus' (ship)
navigable,NAV-ih-guh-bul,adjective,Wide and deep enough to allow ships to pass; able to be steered,So much sand had built up that the waterway was barely navigable.,"passable, traversable, sailable","impassable, blocked, unnavigable",Latin 'navigabilis'; 'navigare' (to sail)
nebulous,NEB-yoo-lus,adjective,Vague; hazy; cloudy,"Phil and Dave tried to come up with a clear plan, not some hazy, nebulous proposal.","vague, hazy, unclear","clear, distinct, definite","Latin 'nebula' (mist, cloud)"
necromancy,NEK-roh-man-see,noun,Black magic; dealings with the dead,"The evil sorcerer performed feats of necromancy, calling on the spirits of the dead.","black magic, sorcery, witchcraft","white magic, benevolence, healing",Greek 'nekros' (dead) + 'manteia' (divination)
nefarious,neh-FAIR-ee-us,adjective,Very wicked; villainous,"The villain's crimes, though various, were one and all nefarious.","wicked, villainous, sinister","virtuous, honorable, righteous","Latin 'nefarius'; 'nefas' (crime, wrong)"
negate,neh-GAYT,verb,To cancel out; nullify; deny,A sudden surge of adrenalin can negate the effects of fatigue.,"nullify, cancel, invalidate","affirm, confirm, validate",Latin 'negare' (to deny)
negligence,NEG-lih-jents,noun,Neglect; failure to take reasonable care,"Because of his negligence, Kitty fell in.","carelessness, neglect, inattention","care, diligence, attentiveness",Latin 'negligentia'; 'negligere' (to neglect)
negligible,NEG-lih-jih-bul,adjective,So small or unimportant as to be easily disregarded,"Because the damage had been negligible, Michael decided not to report it.","trivial, insignificant, trifling","significant, important, considerable","Latin 'negligere' (to neglect, disregard)"
nemesis,NEM-ih-sis,noun,Someone seeking revenge; an opponent one cannot overcome,The vengeful Captain Bligh vowed to be the nemesis of Fletcher Christian.,"rival, adversary, avenger","ally, friend, supporter",Greek goddess Nemesis (goddess of retribution)
neologism,nee-OL-oh-jiz-um,noun,A new or newly coined word or phrase,"As we invent new techniques, we must invent neologisms such as 'microcomputer'.","coinage, new word, invented term","archaism, obsolete word",Greek 'neos' (new) + 'logos' (word)
neophyte,NEE-oh-fyt,noun,A recent convert; beginner,This mountain slope contains slides that will challenge experts as well as neophytes.,"beginner, novice, newcomer","expert, veteran, master",Greek 'neophytos'; 'neos' (new) + 'phytos' (planted)
nepotism,NEP-oh-tiz-um,noun,Favoritism shown to relatives,John felt that advancement was based on nepotism rather than ability.,"favoritism, cronyism, bias","meritocracy, fairness, impartiality",Italian 'nipote' (nephew); popes favoring nephews
nether,NETH-er,adjective,Lower; situated below,Tradition locates hell in the nether regions.,"lower, beneath, underground","upper, higher, superior","Old English 'niðera' (lower, beneath)"
nettle,NET-ul,verb,To annoy; vex,Do not let her nettle you with her sarcastic remarks.,"annoy, irritate, vex","soothe, calm, please",Old English 'netele' (the stinging plant)
nexus,NEK-sus,noun,Connection; link between things,I fail to see the nexus that binds these two widely separated events.,"link, connection, bond","separation, disconnection, division",Latin 'nexus'; 'nectere' (to bind)
nib,nib,noun,Beak; pen point,The nibs of fountain pens often become clotted and corroded.,"point, tip, nib","base, handle, grip",Variant of 'neb'; Old English 'nebb' (beak)
nicety,NY-sih-tee,noun,Precision; minute distinction,I cannot distinguish between such niceties of reasoning.,"subtlety, precision, delicacy","crudeness, roughness, imprecision",Old French 'nicete'; Latin 'nescius' (ignorant)
niggardly,NIG-erd-lee,adjective,Meanly stingy; parsimonious,The niggardly pittance the widow receives cannot keep her from poverty.,"stingy, miserly, parsimonious","generous, liberal, lavish",Scandinavian origin; Old Norse 'hnøggr' (stingy)
niggle,NIG-ul,verb,To spend too much time on minor points; carp,Let's not niggle over details.,"quibble, carp, fuss","agree, approve, overlook",Norwegian 'nigla' (to be stingy/fussy)
nihilist,NY-ih-list,noun,One who considers traditional beliefs groundless; absolute skeptic; revolutionary terrorist,"In his final days, Hitler revealed himself a power-mad nihilist.","skeptic, anarchist, disbeliever","believer, idealist, optimist",Latin 'nihil' (nothing)
nip,nip,verb,To stop something's growth or development; snip off; bite; make numb with cold,The gardener nipped off a lovely rose and gave it to me.,"pinch, clip, snip","foster, nurture, encourage",Middle Dutch 'nipen' (to pinch)
nirvana,nir-VAH-nuh,noun,"In Buddhist teachings, the ideal state of impersonal beatitude","Despite his desire to achieve nirvana, the young Buddhist was distracted by a fly.","bliss, enlightenment, paradise","suffering, turmoil, anguish",Sanskrit 'nirvana'; 'nis' (out) + 'va' (to blow)
nocturnal,nok-TUR-nul,adjective,Done at night,Mr. Jones obtained a watchdog to prevent the nocturnal raids on his chicken coops.,"nightly, nighttime, after-dark","diurnal, daytime, daily",Latin 'nocturnalis'; 'nox' (night)
