Word,Pronunciation,Part of Speech,Meaning,Usage in Sentence,Synonym,Antonym,Etymology
complaisant,kum-PLAY-zunt,adjective,trying to please; obliging,The courtier obeyed the king's orders in a complaisant manner.,"obliging, compliant, agreeable","unaccommodating, stubborn, defiant","French 'complaisant', from 'complaire' (to please)"
complement,KOM-pleh-ment,verb,complete; consummate; make perfect,The waiter recommended a glass of port to complement the cheese.,"complete, enhance, perfect","clash, conflict, detract","Latin 'complementum', from 'complere' (to fill up)"
complementary,kom-pleh-MEN-tah-ree,adjective,serving to complete something,"John and Lexy's skills are complementary: he's good at routines, while she's great at improvising.","matching, completing, harmonious","conflicting, clashing, incompatible",Latin 'complementum' (that which completes)
compliance,kum-PLY-uns,noun,readiness to yield; conformity in fulfilling requirements,Bullheaded Bill was not noted for his easy compliance to the demands of others.,"conformity, obedience, submission","defiance, noncompliance, resistance","Latin 'complere' (to fill up, complete)"
compliant,kum-PLY-unt,adjective,yielding; conforming to requirements,"Because Joel usually gave in to whatever his friends desired, his mother worried he might be too compliant.","obedient, yielding, submissive","defiant, stubborn, resistant","Latin 'complere' (to fill up, complete)"
complicity,kum-PLIS-ih-tee,noun,participation; involvement,You cannot keep your complicity in this affair secret very long.,"involvement, collusion, conspiracy","innocence, ignorance, uninvolvement","French 'complicité', from Latin 'complicem' (partner in crime)"
component,kum-POH-nent,noun,element; ingredient,I wish all the components of my stereo system were working at the same time.,"element, part, constituent","whole, entirety, totality",Latin 'componere' (to put together)
composure,kum-POH-zhur,noun,mental calmness,Even the latest work crisis failed to shake her composure.,"calmness, equanimity, serenity","agitation, anxiety, panic","From 'compose', Latin 'componere' (to put together)"
comprehensive,kom-preh-HEN-siv,adjective,thorough; inclusive,This book provides a comprehensive review of verbal and math skills for the SAT.,"thorough, complete, exhaustive","incomplete, partial, superficial","Latin 'comprehendere' (to grasp, include)"
compunction,kum-PUNK-shun,noun,remorse,The judge felt the criminal had shown no compunction for his heinous crime.,"remorse, guilt, regret","indifference, callousness, pride","Latin 'compunctio', from 'compungere' (to prick severely)"
concatenate,kon-KAT-eh-nayt,verb,link in a chain,It is difficult to understand how these events could concatenate as they did.,"link, chain, connect","disconnect, separate, unlink","Latin 'concatenare', from 'catena' (chain)"
concave,kon-KAYV,adjective,hollow,The back-packers found partial shelter from the storm by huddling against the concave wall of the cliff.,"hollow, curved inward, sunken","convex, curved outward, raised","Latin 'concavus', from 'con-' + 'cavus' (hollow)"
concede,kun-SEED,verb,admit; yield,"Despite all the evidence Monica had assembled, Mark refused to concede that she was right.","admit, acknowledge, yield","deny, refuse, contest","Latin 'concedere', from 'con-' + 'cedere' (to yield)"
conceit,kun-SEET,noun,vanity or self-love; whimsical idea; extravagant metaphor,"Although Jack was smug and puffed up with conceit, he was an entertaining companion.","vanity, arrogance, egotism","humility, modesty, self-deprecation",Latin 'concipere' (to conceive)
concentric,kun-SEN-trik,adjective,having a common center,The target was made of concentric circles.,"coaxial, convergent","eccentric, divergent",Latin 'con-' (together) + 'centrum' (center)
concerted,kun-SER-ted,adjective,mutually agreed on; done together,All the Girl Scouts made a concerted effort to raise funds for their annual outing.,"united, coordinated, joint","individual, uncoordinated, solo",Italian 'concertare' (to agree)
concession,kun-SESH-un,noun,an act of yielding,"Before they could reach an agreement, both sides had to make certain concessions.","compromise, yielding, acknowledgment","refusal, insistence, denial","Latin 'concessio', from 'concedere' (to yield)"
conciliatory,kun-SIL-ee-ah-tor-ee,adjective,reconciling; soothing,She was still angry despite his conciliatory words.,"appeasing, pacifying, placating","antagonistic, provocative, hostile",Latin 'conciliare' (to bring together)
concise,kun-SYS,adjective,brief and compact,"When you define a new word, be concise: the shorter the definition, the easier it is to remember.","brief, terse, succinct","verbose, wordy, prolix","Latin 'concisus', from 'concidere' (to cut up)"
conclave,KON-klayv,noun,private meeting,He was present at all their conclaves as an unofficial observer.,"private meeting, assembly, session","public forum, open meeting","Latin 'conclave', from 'con-' + 'clavis' (key)"
conclusive,kun-KLOO-siv,adjective,decisive; ending all debate,"When the stolen books turned up in John's locker, we finally had conclusive evidence of the identity of the mysterious thief.","decisive, definitive, irrefutable","inconclusive, uncertain, debatable","Latin 'concludere' (to shut up, end)"
concoct,kun-KOKT,verb,prepare by combining; make up in concert,How did the inventive chef ever concoct such a strange dish?,"invent, devise, fabricate","destroy, dismantle, reveal",Latin 'concoquere' (to cook together)
concomitant,kun-KOM-ih-tant,noun,that which accompanies,Culture is not always a concomitant of wealth.,"accompaniment, companion, attendant","separate phenomenon, independent factor","Latin 'concomitari' (to accompany), from 'comes' (companion)"
concord,KON-kord,noun,harmony,Alice wondered why the two brothers could not manage to live in concord.,"harmony, peace, agreement","discord, conflict, strife","Latin 'concordia', from 'con-' + 'cor' (heart)"
concur,kun-KUR,verb,agree,Did you concur with the decision of the court or did you find it unfair?,"agree, consent, assent","disagree, dissent, oppose","Latin 'concurrere', from 'con-' + 'currere' (to run)"
concurrent,kun-KUR-ent,adjective,happening at the same time,"At the concurrent moment in France, the middle class was sowing the seeds of rebellion.","simultaneous, contemporaneous, coincident","sequential, separate, consecutive",Latin 'concurrere' (to run together)
condescend,kon-deh-SEND,verb,bestow courtesies with a superior air,The king condescended to grant an audience to the friends of the condemned man.,"patronize, stoop, deign","respect, honor, treat as equal","Latin 'condescendere', from 'con-' + 'descendere' (to descend)"
condign,kun-DYN,adjective,adequate; deservedly severe,The public approved the condign punishment for the crime.,"deserved, fitting, appropriate","undeserved, excessive, inappropriate","Latin 'condignus', from 'con-' + 'dignus' (worthy)"
condiments,KON-dih-ments,noun,seasonings; spices,Spanish food is full of condiments.,"seasonings, spices, flavorings","bland food, plain fare","Latin 'condimentum', from 'condire' (to season, preserve)"
condole,kun-DOLE,verb,express sympathetic sorrow,His friends gathered to condole with him over his loss.,"sympathize, console, commiserate","mock, ignore, celebrate","Latin 'condolere', from 'con-' + 'dolere' (to suffer)"
condone,kun-DONE,verb,overlook; forgive; give tacit approval; excuse,"Unlike Widow Douglass, who condoned Huck's minor offenses, Miss Watson did nothing but scold.","excuse, overlook, forgive","condemn, punish, censure","Latin 'condonare', from 'con-' + 'donare' (to give)"
conducive,kun-DOO-siv,adjective,helpful; contributive,Rest and proper diet are conducive to good health.,"helpful, favorable, contributing","hindering, harmful, counterproductive","Latin 'conducere' (to lead together, be useful)"
conduit,KON-doo-it,noun,aqueduct; passageway for fluids,Water was brought to the army in the desert by an improvised conduit from the adjoining mountain.,"channel, pipe, duct","barrier, obstruction, blockage","Old French 'conduit', from Latin 'conducere' (to lead)"
confidant,KON-fih-dant,noun,trusted friend,He had no confidants with whom he could discuss his problems at home.,"trusted friend, intimate, ally","stranger, enemy, rival","French 'confident', from Latin 'confidere' (to trust fully)"
confiscate,KON-fis-kayt,verb,seize; commandeer,The army confiscated all available supplies of uranium.,"seize, commandeer, appropriate","return, restore, release","Latin 'confiscare', from 'con-' + 'fiscus' (treasury)"
conflagration,kon-flah-GRAY-shun,noun,great fire,"In the conflagration that followed the 1906 earthquake, much of San Francisco was destroyed.","fire, blaze, inferno","flood, drowning, quenching","Latin 'conflagratio', from 'conflagrare' (to burn up)"
confluence,KON-floo-ens,noun,flowing together; crowd,They built the city at the confluence of two rivers.,"junction, convergence, meeting","divergence, separation, branching","Latin 'confluere', from 'con-' + 'fluere' (to flow)"
conformity,kun-FOR-mih-tee,noun,harmony; agreement,"In conformity with our rules and regulations, I am calling a meeting of our organization.","compliance, obedience, agreement","nonconformity, rebellion, deviation",Latin 'conformare' (to fashion after)
confound,kun-FOWND,verb,confuse; puzzle,No mystery could confound Sherlock Holmes for long.,"confuse, perplex, bewilder","clarify, enlighten, explain","Latin 'confundere', from 'con-' + 'fundere' (to pour)"
congeal,kun-JEEL,verb,freeze; coagulate,His blood congealed in his veins as he saw the dread monster rush toward him.,"freeze, solidify, coagulate","melt, liquefy, dissolve","Old French 'congeler', from Latin 'congelare' (to freeze)"
congenial,kun-JEE-nee-ul,adjective,pleasant; friendly,My father loved to go out for a meal with congenial companions.,"pleasant, agreeable, amiable","disagreeable, unfriendly, incompatible","Latin 'con-' (together) + 'genialis' (of birth, pleasant)"
congenital,kun-JEN-ih-tul,adjective,existing at birth,Doctors are able to cure some congenital deformities such as cleft palates.,"inborn, innate, hereditary","acquired, developed, learned","Latin 'congenitus', from 'con-' + 'genitus' (born)"
conglomeration,kun-glom-er-AY-shun,noun,mass of material sticking together,"In such a conglomeration of miscellaneous statistics, it was impossible to find a single area of analysis.","mass, collection, mixture","individual, single unit, separation","Latin 'conglomerare', from 'con-' + 'glomerare' (to wind into a ball)"
congruence,KON-groo-ens,noun,correspondence of parts; harmonious relationship,The student demonstrated the congruence of the two triangles by using the hypotenuse-leg theorem.,"correspondence, harmony, agreement","incongruence, mismatch, discord","Latin 'congruere' (to meet together, agree)"
conjecture,kun-JEK-chur,noun,surmise; guess,I will end all your conjectures; I admit I am guilty as charged.,"guess, speculation, surmise","certainty, fact, proof","Latin 'conjectura', from 'conjicere' (to throw together)"
conjugal,KON-joo-gul,adjective,pertaining to marriage,Their dreams of conjugal bliss were shattered as soon as their temperaments clashed.,"marital, matrimonial, wedded","platonic, single, unmarried","Latin 'conjugalis', from 'conjux' (spouse)"
